Area,Item,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Turkey,Wheat,19852,593.0,30286.0,11.29
Turkey,Wheat,19852,593.0,30286.0,11.92
Turkey,Wheat,19852,593.0,30286.0,13.77
Turkey,Wheat,19852,593.0,30286.0,17.49
Turkey,Maize,38247,593.0,34431.0,18.65
Turkey,Maize,38247,593.0,34431.0,10.13
Turkey,Maize,38247,593.0,34431.0,11.34
Turkey,Maize,38247,593.0,34431.0,13.16
Turkey,Maize,38247,593.0,34431.0,17.2
Turkey,Potatoes,241821,593.0,34431.0,18.65
Turkey,Potatoes,241821,593.0,34431.0,10.13
Turkey,Potatoes,241821,593.0,34431.0,11.34
Turkey,Potatoes,241821,593.0,34431.0,13.16
Turkey,Potatoes,241821,593.0,34431.0,17.2
Turkey,"Rice, paddy",50005,593.0,34431.0,18.65
Turkey,"Rice, paddy",50005,593.0,34431.0,10.13
Turkey,"Rice, paddy",50005,593.0,34431.0,11.34
Turkey,"Rice, paddy",50005,593.0,34431.0,13.16
Turkey,"Rice, paddy",50005,593.0,34431.0,17.2
Turkey,Soybeans,21053,593.0,34431.0,18.65
Turkey,Soybeans,21053,593.0,34431.0,10.13
Turkey,Soybeans,21053,593.0,34431.0,11.34
Turkey,Soybeans,21053,593.0,34431.0,13.16
Turkey,Soybeans,21053,593.0,34431.0,17.2
Turkey,Wheat,20174,593.0,34431.0,18.65
Turkey,Wheat,20174,593.0,34431.0,10.13
Turkey,Wheat,20174,593.0,34431.0,11.34
Turkey,Wheat,20174,593.0,34431.0,13.16
Turkey,Wheat,20174,593.0,34431.0,17.2
Turkey,Maize,42192,593.0,30162.0,19.92
Turkey,Maize,42192,593.0,30162.0,11.72
Turkey,Maize,42192,593.0,30162.0,12.56
Turkey,Maize,42192,593.0,30162.0,14.48
Turkey,Maize,42192,593.0,30162.0,18.08
Turkey,Potatoes,258890,593.0,30162.0,19.92
Turkey,Potatoes,258890,593.0,30162.0,11.72
Turkey,Potatoes,258890,593.0,30162.0,12.56
Turkey,Potatoes,258890,593.0,30162.0,14.48
Turkey,Potatoes,258890,593.0,30162.0,18.08
Turkey,"Rice, paddy",52601,593.0,30162.0,19.92
Turkey,"Rice, paddy",52601,593.0,30162.0,11.72
Turkey,"Rice, paddy",52601,593.0,30162.0,12.56
Turkey,"Rice, paddy",52601,593.0,30162.0,14.48
Turkey,"Rice, paddy",52601,593.0,30162.0,18.08
Turkey,Soybeans,26087,593.0,30162.0,19.92
Turkey,Soybeans,26087,593.0,30162.0,11.72
Turkey,Soybeans,26087,593.0,30162.0,12.56
Turkey,Soybeans,26087,593.0,30162.0,14.48
Turkey,Soybeans,26087,593.0,30162.0,18.08
Turkey,Wheat,22564,593.0,30162.0,19.92
Turkey,Wheat,22564,593.0,30162.0,11.72
Turkey,Wheat,22564,593.0,30162.0,12.56
Turkey,Wheat,22564,593.0,30162.0,14.48
Turkey,Wheat,22564,593.0,30162.0,18.08
Turkey,Maize,44376,593.0,33089.0,20.02
Turkey,Maize,44376,593.0,33089.0,11.69
Turkey,Maize,44376,593.0,33089.0,13.02
Turkey,Maize,44376,593.0,33089.0,15.0
Turkey,Maize,44376,593.0,33089.0,18.74
Turkey,Potatoes,272975,593.0,33089.0,20.02
Turkey,Potatoes,272975,593.0,33089.0,11.69
Turkey,Potatoes,272975,593.0,33089.0,13.02
Turkey,Potatoes,272975,593.0,33089.0,15.0
Turkey,Potatoes,272975,593.0,33089.0,18.74
Turkey,"Rice, paddy",52321,593.0,33089.0,20.02
Turkey,"Rice, paddy",52321,593.0,33089.0,11.69
Turkey,"Rice, paddy",52321,593.0,33089.0,13.02
Turkey,"Rice, paddy",52321,593.0,33089.0,15.0
Turkey,"Rice, paddy",52321,593.0,33089.0,18.74
Turkey,Soybeans,27500,593.0,33089.0,20.02
Turkey,Soybeans,27500,593.0,33089.0,11.69
Turkey,Soybeans,27500,593.0,33089.0,13.02
Turkey,Soybeans,27500,593.0,33089.0,15.0
Turkey,Soybeans,27500,593.0,33089.0,18.74
Turkey,Wheat,19409,593.0,33089.0,20.02
Turkey,Wheat,19409,593.0,33089.0,11.69
Turkey,Wheat,19409,593.0,33089.0,13.02
Turkey,Wheat,19409,593.0,33089.0,15.0
Turkey,Wheat,19409,593.0,33089.0,18.74
Turkey,Maize,41605,593.0,33471.0,19.33
Turkey,Maize,41605,593.0,33471.0,10.39
Turkey,Maize,41605,593.0,33471.0,12.03
Turkey,Maize,41605,593.0,33471.0,14.29
Turkey,Maize,41605,593.0,33471.0,17.97
Turkey,Potatoes,263762,593.0,33471.0,19.33
Turkey,Potatoes,263762,593.0,33471.0,10.39
Turkey,Potatoes,263762,593.0,33471.0,12.03
Turkey,Potatoes,263762,593.0,33471.0,14.29
Turkey,Potatoes,263762,593.0,33471.0,17.97
Turkey,"Rice, paddy",60492,593.0,33471.0,19.33
Turkey,"Rice, paddy",60492,593.0,33471.0,10.39
Turkey,"Rice, paddy",60492,593.0,33471.0,12.03
Turkey,"Rice, paddy",60492,593.0,33471.0,14.29
Turkey,"Rice, paddy",60492,593.0,33471.0,17.97
Turkey,Soybeans,29667,593.0,33471.0,19.33
Turkey,Soybeans,29667,593.0,33471.0,10.39
Turkey,Soybeans,29667,593.0,33471.0,12.03
Turkey,Soybeans,29667,593.0,33471.0,14.29
Turkey,Soybeans,29667,593.0,33471.0,17.97
Turkey,Wheat,22928,593.0,33471.0,19.33
Turkey,Wheat,22928,593.0,33471.0,10.39
Turkey,Wheat,22928,593.0,33471.0,12.03
Turkey,Wheat,22928,593.0,33471.0,14.29
Turkey,Wheat,22928,593.0,33471.0,17.97
Turkey,Maize,40063,593.0,25539.0,20.09
Turkey,Maize,40063,593.0,25539.0,12.32
Turkey,Maize,40063,593.0,25539.0,13.16
Turkey,Maize,40063,593.0,25539.0,15.11
Turkey,Maize,40063,593.0,25539.0,18.63
Turkey,Potatoes,250409,593.0,25539.0,20.09
Turkey,Potatoes,250409,593.0,25539.0,12.32
Turkey,Potatoes,250409,593.0,25539.0,13.16
Turkey,Potatoes,250409,593.0,25539.0,15.11
Turkey,Potatoes,250409,593.0,25539.0,18.63
Turkey,"Rice, paddy",61017,593.0,25539.0,20.09
Turkey,"Rice, paddy",61017,593.0,25539.0,12.32
Turkey,"Rice, paddy",61017,593.0,25539.0,13.16
Turkey,"Rice, paddy",61017,593.0,25539.0,15.11
Turkey,"Rice, paddy",61017,593.0,25539.0,18.63
Turkey,Soybeans,33064,593.0,25539.0,20.09
Turkey,Soybeans,33064,593.0,25539.0,12.32
Turkey,Soybeans,33064,593.0,25539.0,13.16
Turkey,Soybeans,33064,593.0,25539.0,15.11
Turkey,Soybeans,33064,593.0,25539.0,18.63
Turkey,Wheat,20765,593.0,25539.0,20.09
Turkey,Wheat,20765,593.0,25539.0,12.32
Turkey,Wheat,20765,593.0,25539.0,13.16
Turkey,Wheat,20765,593.0,25539.0,15.11
Turkey,Wheat,20765,593.0,25539.0,18.63
Turkey,Maize,42163,593.0,27915.0,19.54
Turkey,Maize,42163,593.0,27915.0,10.81
Turkey,Maize,42163,593.0,27915.0,12.24
Turkey,Maize,42163,593.0,27915.0,14.51
Turkey,Maize,42163,593.0,27915.0,18.18
Turkey,Potatoes,262966,593.0,27915.0,19.54
Turkey,Potatoes,262966,593.0,27915.0,10.81
Turkey,Potatoes,262966,593.0,27915.0,12.24
Turkey,Potatoes,262966,593.0,27915.0,14.51
Turkey,Potatoes,262966,593.0,27915.0,18.18
Turkey,"Rice, paddy",60192,593.0,27915.0,19.54
Turkey,"Rice, paddy",60192,593.0,27915.0,10.81
Turkey,"Rice, paddy",60192,593.0,27915.0,12.24
Turkey,"Rice, paddy",60192,593.0,27915.0,14.51
Turkey,"Rice, paddy",60192,593.0,27915.0,18.18
Turkey,Soybeans,29412,593.0,27915.0,19.54
Turkey,Soybeans,29412,593.0,27915.0,10.81
Turkey,Soybeans,29412,593.0,27915.0,12.24
Turkey,Soybeans,29412,593.0,27915.0,14.51
Turkey,Soybeans,29412,593.0,27915.0,18.18
Turkey,Wheat,21006,593.0,27915.0,19.54
Turkey,Wheat,21006,593.0,27915.0,10.81
Turkey,Wheat,21006,593.0,27915.0,12.24
Turkey,Wheat,21006,593.0,27915.0,14.51
Turkey,Wheat,21006,593.0,27915.0,18.18
Turkey,Maize,55076,593.0,28831.0,19.48
Turkey,Maize,55076,593.0,28831.0,10.99
Turkey,Maize,55076,593.0,28831.0,12.26
Turkey,Maize,55076,593.0,28831.0,14.23
Turkey,Maize,55076,593.0,28831.0,17.97
Turkey,Potatoes,268306,593.0,28831.0,19.48
Turkey,Potatoes,268306,593.0,28831.0,10.99
Turkey,Potatoes,268306,593.0,28831.0,12.26
Turkey,Potatoes,268306,593.0,28831.0,14.23
Turkey,Potatoes,268306,593.0,28831.0,17.97
Turkey,"Rice, paddy",70010,593.0,28831.0,19.48
Turkey,"Rice, paddy",70010,593.0,28831.0,10.99
Turkey,"Rice, paddy",70010,593.0,28831.0,12.26
Turkey,"Rice, paddy",70010,593.0,28831.0,14.23
Turkey,"Rice, paddy",70010,593.0,28831.0,17.97
Turkey,Sorghum,23333,593.0,28831.0,19.48
Turkey,Sorghum,23333,593.0,28831.0,10.99
Turkey,Sorghum,23333,593.0,28831.0,12.26
Turkey,Sorghum,23333,593.0,28831.0,14.23
Turkey,Sorghum,23333,593.0,28831.0,17.97
Turkey,Soybeans,35714,593.0,28831.0,19.48
Turkey,Soybeans,35714,593.0,28831.0,10.99
Turkey,Soybeans,35714,593.0,28831.0,12.26
Turkey,Soybeans,35714,593.0,28831.0,14.23
Turkey,Soybeans,35714,593.0,28831.0,17.97
Turkey,Wheat,22658,593.0,28831.0,19.48
Turkey,Wheat,22658,593.0,28831.0,10.99
Turkey,Wheat,22658,593.0,28831.0,12.26
Turkey,Wheat,22658,593.0,28831.0,14.23
Turkey,Wheat,22658,593.0,28831.0,17.97
Turkey,Maize,70000,593.0,40332.0,19.44
Turkey,Maize,70000,593.0,40332.0,11.24
Turkey,Maize,70000,593.0,40332.0,12.2
Turkey,Maize,70000,593.0,40332.0,14.23
Turkey,Maize,70000,593.0,40332.0,17.78
Turkey,Potatoes,266540,593.0,40332.0,19.44
Turkey,Potatoes,266540,593.0,40332.0,11.24
Turkey,Potatoes,266540,593.0,40332.0,12.2
Turkey,Potatoes,266540,593.0,40332.0,14.23
Turkey,Potatoes,266540,593.0,40332.0,17.78
Turkey,"Rice, paddy",70664,593.0,40332.0,19.44
Turkey,"Rice, paddy",70664,593.0,40332.0,11.24
Turkey,"Rice, paddy",70664,593.0,40332.0,12.2
Turkey,"Rice, paddy",70664,593.0,40332.0,14.23
Turkey,"Rice, paddy",70664,593.0,40332.0,17.78
Turkey,Sorghum,23256,593.0,40332.0,19.44
Turkey,Sorghum,23256,593.0,40332.0,11.24
Turkey,Sorghum,23256,593.0,40332.0,12.2
Turkey,Sorghum,23256,593.0,40332.0,14.23
Turkey,Sorghum,23256,593.0,40332.0,17.78
Turkey,Soybeans,33721,593.0,40332.0,19.44
Turkey,Soybeans,33721,593.0,40332.0,11.24
Turkey,Soybeans,33721,593.0,40332.0,12.2
Turkey,Soybeans,33721,593.0,40332.0,14.23
Turkey,Soybeans,33721,593.0,40332.0,17.78
Turkey,Wheat,23309,593.0,40332.0,19.44
Turkey,Wheat,23309,593.0,40332.0,11.24
Turkey,Wheat,23309,593.0,40332.0,12.2
Turkey,Wheat,23309,593.0,40332.0,14.23
Turkey,Wheat,23309,593.0,40332.0,17.78
Turkey,Maize,72139,593.0,27421.0,19.44
Turkey,Maize,72139,593.0,27421.0,11.12
Turkey,Maize,72139,593.0,27421.0,11.96
Turkey,Maize,72139,593.0,27421.0,14.11
Turkey,Maize,72139,593.0,27421.0,17.71
Turkey,Potatoes,276077,593.0,27421.0,19.44
Turkey,Potatoes,276077,593.0,27421.0,11.12
Turkey,Potatoes,276077,593.0,27421.0,11.96
Turkey,Potatoes,276077,593.0,27421.0,14.11
Turkey,Potatoes,276077,593.0,27421.0,17.71
Turkey,"Rice, paddy",70273,593.0,27421.0,19.44
Turkey,"Rice, paddy",70273,593.0,27421.0,11.12
Turkey,"Rice, paddy",70273,593.0,27421.0,11.96
Turkey,"Rice, paddy",70273,593.0,27421.0,14.11
Turkey,"Rice, paddy",70273,593.0,27421.0,17.71
Turkey,Sorghum,26023,593.0,27421.0,19.44
Turkey,Sorghum,26023,593.0,27421.0,11.12
Turkey,Sorghum,26023,593.0,27421.0,11.96
Turkey,Sorghum,26023,593.0,27421.0,14.11
Turkey,Sorghum,26023,593.0,27421.0,17.71
Turkey,Soybeans,39688,593.0,27421.0,19.44
Turkey,Soybeans,39688,593.0,27421.0,11.12
Turkey,Soybeans,39688,593.0,27421.0,11.96
Turkey,Soybeans,39688,593.0,27421.0,14.11
Turkey,Soybeans,39688,593.0,27421.0,17.71
Turkey,Wheat,23595,593.0,27421.0,19.44
Turkey,Wheat,23595,593.0,27421.0,11.12
Turkey,Wheat,23595,593.0,27421.0,11.96
Turkey,Wheat,23595,593.0,27421.0,14.11
Turkey,Wheat,23595,593.0,27421.0,17.71
Turkey,Maize,68381,593.0,48715.51,19.82
Turkey,Maize,68381,593.0,48715.51,11.87
Turkey,Maize,68381,593.0,48715.51,12.91
Turkey,Maize,68381,593.0,48715.51,14.98
Turkey,Maize,68381,593.0,48715.51,18.6
Turkey,Potatoes,276422,593.0,48715.51,19.82
Turkey,Potatoes,276422,593.0,48715.51,11.87
Turkey,Potatoes,276422,593.0,48715.51,12.91
Turkey,Potatoes,276422,593.0,48715.51,14.98
Turkey,Potatoes,276422,593.0,48715.51,18.6
Turkey,"Rice, paddy",69084,593.0,48715.51,19.82
Turkey,"Rice, paddy",69084,593.0,48715.51,11.87
Turkey,"Rice, paddy",69084,593.0,48715.51,12.91
Turkey,"Rice, paddy",69084,593.0,48715.51,14.98
Turkey,"Rice, paddy",69084,593.0,48715.51,18.6
Turkey,Sorghum,32222,593.0,48715.51,19.82
Turkey,Sorghum,32222,593.0,48715.51,11.87
Turkey,Sorghum,32222,593.0,48715.51,12.91
Turkey,Sorghum,32222,593.0,48715.51,14.98
Turkey,Sorghum,32222,593.0,48715.51,18.6
Turkey,Soybeans,35350,593.0,48715.51,19.82
Turkey,Soybeans,35350,593.0,48715.51,11.87
Turkey,Soybeans,35350,593.0,48715.51,12.91
Turkey,Soybeans,35350,593.0,48715.51,14.98
Turkey,Soybeans,35350,593.0,48715.51,18.6
Turkey,Wheat,21675,593.0,48715.51,19.82
Turkey,Wheat,21675,593.0,48715.51,11.87
Turkey,Wheat,21675,593.0,48715.51,12.91
Turkey,Wheat,21675,593.0,48715.51,14.98
Turkey,Wheat,21675,593.0,48715.51,18.6
Turkey,Maize,71988,593.0,37640.2,19.92
Turkey,Maize,71988,593.0,37640.2,11.33
Turkey,Maize,71988,593.0,37640.2,12.7
Turkey,Maize,71988,593.0,37640.2,14.91
Turkey,Maize,71988,593.0,37640.2,18.47
Turkey,Potatoes,282947,593.0,37640.2,19.92
Turkey,Potatoes,282947,593.0,37640.2,11.33
Turkey,Potatoes,282947,593.0,37640.2,12.7
Turkey,Potatoes,282947,593.0,37640.2,14.91
Turkey,Potatoes,282947,593.0,37640.2,18.47
Turkey,"Rice, paddy",75716,593.0,37640.2,19.92
Turkey,"Rice, paddy",75716,593.0,37640.2,11.33
Turkey,"Rice, paddy",75716,593.0,37640.2,12.7
Turkey,"Rice, paddy",75716,593.0,37640.2,14.91
Turkey,"Rice, paddy",75716,593.0,37640.2,18.47
Turkey,Sorghum,30811,593.0,37640.2,19.92
Turkey,Sorghum,30811,593.0,37640.2,11.33
Turkey,Sorghum,30811,593.0,37640.2,12.7
Turkey,Sorghum,30811,593.0,37640.2,14.91
Turkey,Sorghum,30811,593.0,37640.2,18.47
Turkey,Soybeans,36490,593.0,37640.2,19.92
Turkey,Soybeans,36490,593.0,37640.2,11.33
Turkey,Soybeans,36490,593.0,37640.2,12.7
Turkey,Soybeans,36490,593.0,37640.2,14.91
Turkey,Soybeans,36490,593.0,37640.2,18.47
Turkey,Wheat,23451,593.0,37640.2,19.92
Turkey,Wheat,23451,593.0,37640.2,11.33
Turkey,Wheat,23451,593.0,37640.2,12.7
Turkey,Wheat,23451,593.0,37640.2,14.91
Turkey,Wheat,23451,593.0,37640.2,18.47
Turkey,Maize,71878,593.0,37651.15,19.94
Turkey,Maize,71878,593.0,37651.15,11.63
Turkey,Maize,71878,593.0,37651.15,12.75
Turkey,Maize,71878,593.0,37651.15,14.95
Turkey,Maize,71878,593.0,37651.15,18.41
Turkey,Potatoes,305986,593.0,37651.15,19.94
Turkey,Potatoes,305986,593.0,37651.15,11.63
Turkey,Potatoes,305986,593.0,37651.15,12.75
Turkey,Potatoes,305986,593.0,37651.15,14.95
Turkey,Potatoes,305986,593.0,37651.15,18.41
Turkey,"Rice, paddy",77765,593.0,37651.15,19.94
Turkey,"Rice, paddy",77765,593.0,37651.15,11.63
Turkey,"Rice, paddy",77765,593.0,37651.15,12.75
Turkey,"Rice, paddy",77765,593.0,37651.15,14.95
Turkey,"Rice, paddy",77765,593.0,37651.15,18.41
Turkey,Sorghum,51316,593.0,37651.15,19.94
Turkey,Sorghum,51316,593.0,37651.15,11.63
Turkey,Sorghum,51316,593.0,37651.15,12.75
Turkey,Sorghum,51316,593.0,37651.15,14.95
Turkey,Sorghum,51316,593.0,37651.15,18.41
Turkey,Soybeans,36570,593.0,37651.15,19.94
Turkey,Soybeans,36570,593.0,37651.15,11.63
Turkey,Soybeans,36570,593.0,37651.15,12.75
Turkey,Soybeans,36570,593.0,37651.15,14.95
Turkey,Soybeans,36570,593.0,37651.15,18.41
Turkey,Wheat,25667,593.0,37651.15,19.94
Turkey,Wheat,25667,593.0,37651.15,11.63
Turkey,Wheat,25667,593.0,37651.15,12.75
Turkey,Wheat,25667,593.0,37651.15,14.95
Turkey,Wheat,25667,593.0,37651.15,18.41
Turkey,Maize,72614,593.0,38554.69,21.02
Turkey,Maize,72614,593.0,38554.69,13.27
Turkey,Maize,72614,593.0,38554.69,13.8
Turkey,Maize,72614,593.0,38554.69,15.6
Turkey,Maize,72614,593.0,38554.69,19.27
Turkey,Potatoes,323303,593.0,38554.69,21.02
Turkey,Potatoes,323303,593.0,38554.69,13.27
Turkey,Potatoes,323303,593.0,38554.69,13.8
Turkey,Potatoes,323303,593.0,38554.69,15.6
Turkey,Potatoes,323303,593.0,38554.69,19.27
Turkey,"Rice, paddy",86899,593.0,38554.69,21.02
Turkey,"Rice, paddy",86899,593.0,38554.69,13.27
Turkey,"Rice, paddy",86899,593.0,38554.69,13.8
Turkey,"Rice, paddy",86899,593.0,38554.69,15.6
Turkey,"Rice, paddy",86899,593.0,38554.69,19.27
Turkey,Sorghum,70968,593.0,38554.69,21.02
Turkey,Sorghum,70968,593.0,38554.69,13.27
Turkey,Sorghum,70968,593.0,38554.69,13.8
Turkey,Sorghum,70968,593.0,38554.69,15.6
Turkey,Sorghum,70968,593.0,38554.69,19.27
Turkey,Soybeans,36869,593.0,38554.69,21.02
Turkey,Soybeans,36869,593.0,38554.69,13.27
Turkey,Soybeans,36869,593.0,38554.69,13.8
Turkey,Soybeans,36869,593.0,38554.69,15.6
Turkey,Soybeans,36869,593.0,38554.69,19.27
Turkey,Wheat,24400,593.0,38554.69,21.02
Turkey,Wheat,24400,593.0,38554.69,13.27
Turkey,Wheat,24400,593.0,38554.69,13.8
Turkey,Wheat,24400,593.0,38554.69,15.6
Turkey,Wheat,24400,593.0,38554.69,19.27
Turkey,Maize,71707,593.0,39534.43,19.36
Turkey,Maize,71707,593.0,39534.43,10.39
Turkey,Maize,71707,593.0,39534.43,11.6
Turkey,Maize,71707,593.0,39534.43,13.65
Turkey,Maize,71707,593.0,39534.43,17.6
Turkey,Potatoes,324041,593.0,39534.43,19.36
Turkey,Potatoes,324041,593.0,39534.43,10.39
Turkey,Potatoes,324041,593.0,39534.43,11.6
Turkey,Potatoes,324041,593.0,39534.43,13.65
Turkey,Potatoes,324041,593.0,39534.43,17.6
Turkey,"Rice, paddy",90559,593.0,39534.43,19.36
Turkey,"Rice, paddy",90559,593.0,39534.43,10.39
Turkey,"Rice, paddy",90559,593.0,39534.43,11.6
Turkey,"Rice, paddy",90559,593.0,39534.43,13.65
Turkey,"Rice, paddy",90559,593.0,39534.43,17.6
Turkey,Sorghum,69231,593.0,39534.43,19.36
Turkey,Sorghum,69231,593.0,39534.43,10.39
Turkey,Sorghum,69231,593.0,39534.43,11.6
Turkey,Sorghum,69231,593.0,39534.43,13.65
Turkey,Sorghum,69231,593.0,39534.43,17.6
Turkey,Soybeans,38704,593.0,39534.43,19.36
Turkey,Soybeans,38704,593.0,39534.43,10.39
Turkey,Soybeans,38704,593.0,39534.43,11.6
Turkey,Soybeans,38704,593.0,39534.43,13.65
Turkey,Soybeans,38704,593.0,39534.43,17.6
Turkey,Wheat,27038,593.0,39534.43,19.36
Turkey,Wheat,27038,593.0,39534.43,10.39
Turkey,Wheat,27038,593.0,39534.43,11.6
Turkey,Wheat,27038,593.0,39534.43,13.65
Turkey,Wheat,27038,593.0,39534.43,17.6
Turkey,Maize,73884,593.0,42610.59,19.92
Turkey,Maize,73884,593.0,42610.59,11.45
Turkey,Maize,73884,593.0,42610.59,12.71
Turkey,Maize,73884,593.0,42610.59,14.97
Turkey,Maize,73884,593.0,42610.59,18.54
Turkey,Potatoes,280384,593.0,42610.59,19.92
Turkey,Potatoes,280384,593.0,42610.59,11.45
Turkey,Potatoes,280384,593.0,42610.59,12.71
Turkey,Potatoes,280384,593.0,42610.59,14.97
Turkey,Potatoes,280384,593.0,42610.59,18.54
Turkey,"Rice, paddy",73539,593.0,42610.59,19.92
Turkey,"Rice, paddy",73539,593.0,42610.59,11.45
Turkey,"Rice, paddy",73539,593.0,42610.59,12.71
Turkey,"Rice, paddy",73539,593.0,42610.59,14.97
Turkey,"Rice, paddy",73539,593.0,42610.59,18.54
Turkey,Sorghum,76000,593.0,42610.59,19.92
Turkey,Sorghum,76000,593.0,42610.59,11.45
Turkey,Sorghum,76000,593.0,42610.59,12.71
Turkey,Sorghum,76000,593.0,42610.59,14.97
Turkey,Sorghum,76000,593.0,42610.59,18.54
Turkey,Soybeans,36394,593.0,42610.59,19.92
Turkey,Soybeans,36394,593.0,42610.59,11.45
Turkey,Soybeans,36394,593.0,42610.59,12.71
Turkey,Soybeans,36394,593.0,42610.59,14.97
Turkey,Soybeans,36394,593.0,42610.59,18.54
Turkey,Wheat,26723,593.0,42610.59,19.92
Turkey,Wheat,26723,593.0,42610.59,11.45
Turkey,Wheat,26723,593.0,42610.59,12.71
Turkey,Wheat,26723,593.0,42610.59,14.97
Turkey,Wheat,26723,593.0,42610.59,18.54
Turkey,Maize,89499,593.0,39440.0,20.22
Turkey,Maize,89499,593.0,39440.0,13.27
Turkey,Maize,89499,593.0,39440.0,14.07
Turkey,Maize,89499,593.0,39440.0,16.02
Turkey,Maize,89499,593.0,39440.0,19.21
Turkey,Potatoes,315329,593.0,39440.0,20.22
Turkey,Potatoes,315329,593.0,39440.0,13.27
Turkey,Potatoes,315329,593.0,39440.0,14.07
Turkey,Potatoes,315329,593.0,39440.0,16.02
Turkey,Potatoes,315329,593.0,39440.0,19.21
Turkey,"Rice, paddy",81380,593.0,39440.0,20.22
Turkey,"Rice, paddy",81380,593.0,39440.0,13.27
Turkey,"Rice, paddy",81380,593.0,39440.0,14.07
Turkey,"Rice, paddy",81380,593.0,39440.0,16.02
Turkey,"Rice, paddy",81380,593.0,39440.0,19.21
Turkey,Sorghum,26544,593.0,39440.0,20.22
Turkey,Sorghum,26544,593.0,39440.0,13.27
Turkey,Sorghum,26544,593.0,39440.0,14.07
Turkey,Sorghum,26544,593.0,39440.0,16.02
Turkey,Sorghum,26544,593.0,39440.0,19.21
Turkey,Soybeans,41609,593.0,39440.0,20.22
Turkey,Soybeans,41609,593.0,39440.0,13.27
Turkey,Soybeans,41609,593.0,39440.0,14.07
Turkey,Soybeans,41609,593.0,39440.0,16.02
Turkey,Soybeans,41609,593.0,39440.0,19.21
Turkey,Wheat,28451,593.0,39440.0,20.22
Turkey,Wheat,28451,593.0,39440.0,13.27
Turkey,Wheat,28451,593.0,39440.0,14.07
Turkey,Wheat,28451,593.0,39440.0,16.02
Turkey,Wheat,28451,593.0,39440.0,19.21
Uganda,Cassava,83010,1180.0,72.0,23.36
Uganda,Maize,15012,1180.0,72.0,23.36
Uganda,Plantains and others,56499,1180.0,72.0,23.36
Uganda,Potatoes,70000,1180.0,72.0,23.36
Uganda,"Rice, paddy",13846,1180.0,72.0,23.36
Uganda,Sorghum,15000,1180.0,72.0,23.36
Uganda,Soybeans,9927,1180.0,72.0,23.36
Uganda,Sweet potatoes,41009,1180.0,72.0,23.36
Uganda,Wheat,20000,1180.0,72.0,23.36
Uganda,Cassava,83008,1180.0,72.0,23.3
Uganda,Maize,13500,1180.0,72.0,23.3
Uganda,Plantains and others,56503,1180.0,72.0,23.3
Uganda,Potatoes,71885,1180.0,72.0,23.3
Uganda,"Rice, paddy",13556,1180.0,72.0,23.3
Uganda,Sorghum,14819,1180.0,72.0,23.3
Uganda,Soybeans,10926,1180.0,72.0,23.3
Uganda,Sweet potatoes,41978,1180.0,72.0,23.3
Uganda,Wheat,18000,1180.0,72.0,23.3
Uganda,Cassava,80000,1180.0,72.0,23.46
Uganda,Maize,15000,1180.0,72.0,23.46
Uganda,Plantains and others,53502,1180.0,72.0,23.46
Uganda,Potatoes,72432,1180.0,72.0,23.46
Uganda,"Rice, paddy",13600,1180.0,72.0,23.46
Uganda,Sorghum,15000,1180.0,72.0,23.46
Uganda,Soybeans,10000,1180.0,72.0,23.46
Uganda,Sweet potatoes,43100,1180.0,72.0,23.46
Uganda,Wheat,17600,1180.0,72.0,23.46
Uganda,Cassava,85068,1180.0,71.0,23.62
Uganda,Maize,15984,1180.0,71.0,23.62
Uganda,Plantains and others,55255,1180.0,71.0,23.62
Uganda,Potatoes,80000,1180.0,71.0,23.62
Uganda,"Rice, paddy",13962,1180.0,71.0,23.62
Uganda,Sorghum,15020,1180.0,71.0,23.62
Uganda,Soybeans,10308,1180.0,71.0,23.62
Uganda,Sweet potatoes,42565,1180.0,71.0,23.62
Uganda,Wheat,18000,1180.0,71.0,23.62
Uganda,Cassava,65000,1180.0,59.0,23.6
Uganda,Maize,15098,1180.0,59.0,23.6
Uganda,Plantains and others,56667,1180.0,59.0,23.6
Uganda,Potatoes,83636,1180.0,59.0,23.6
Uganda,"Rice, paddy",14000,1180.0,59.0,23.6
Uganda,Sorghum,15000,1180.0,59.0,23.6
Uganda,Soybeans,11029,1180.0,59.0,23.6
Uganda,Sweet potatoes,45011,1180.0,59.0,23.6
Uganda,Wheat,18000,1180.0,59.0,23.6
Uganda,Cassava,66988,1180.0,88.0,23.72
Uganda,Maize,15989,1180.0,88.0,23.72
Uganda,Plantains and others,59603,1180.0,88.0,23.72
Uganda,Potatoes,80400,1180.0,88.0,23.72
Uganda,"Rice, paddy",14000,1180.0,88.0,23.72
Uganda,Sorghum,15000,1180.0,88.0,23.72
Uganda,Soybeans,10972,1180.0,88.0,23.72
Uganda,Sweet potatoes,45000,1180.0,88.0,23.72
Uganda,Wheat,18000,1180.0,88.0,23.72
Uganda,Cassava,67015,1180.0,88.0,23.49
Uganda,Maize,12997,1180.0,88.0,23.49
Uganda,Plantains and others,60000,1180.0,88.0,23.49
Uganda,Potatoes,60000,1180.0,88.0,23.49
Uganda,"Rice, paddy",14138,1180.0,88.0,23.49
Uganda,Sorghum,10996,1180.0,88.0,23.49
Uganda,Soybeans,11447,1180.0,88.0,23.49
Uganda,Sweet potatoes,30000,1180.0,88.0,23.49
